Temp (c),Elevation,Time_observation,timestamp_climate,selected,number,true.positive,positivity.level,actual,notes,validator,Selection,View,Channel,Begin.Time,End.Time,Low.Freq,High.Freq,Common.Name,Species.Code,Confidence,Begin.Path,File.Offset
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3898,NA,NA,,,Eliza,855,Spectrogram 1,1,165,168,0,15000,Green Warbler,grnwar1,0.6456,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,165
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3899,NA,NA,,,Eliza,856,Spectrogram 1,1,228,231,0,15000,Green Warbler,grnwar1,0.8474,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,228
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3900,NA,NA,,,Eliza,857,Spectrogram 1,1,231,234,0,15000,Green Warbler,grnwar1,0.9198,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,231
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3901,NA,NA,,,Eliza,858,Spectrogram 1,1,234,237,0,15000,Green Warbler,grnwar1,0.9072,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,234
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3902,NA,NA,,,Eliza,859,Spectrogram 1,1,240,243,0,15000,Green Warbler,grnwar1,0.9883,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,240
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3903,NA,NA,,,Eliza,860,Spectrogram 1,1,243,246,0,15000,Green Warbler,grnwar1,0.8589,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,243
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3904,NA,NA,,,Eliza,861,Spectrogram 1,1,246,249,0,15000,Green Warbler,grnwar1,0.9034,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,246
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3905,NA,NA,,,Eliza,862,Spectrogram 1,1,249,252,0,15000,Green Warbler,grnwar1,0.9749,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,249
20.614,9001000,20240204_093000,2024-02-04 09:30:00,TRUE,3906,TRUE,1,Green,,Eliza,863,Spectrogram 1,1,255,258,0,15000,Green Warbler,grnwar1,0.833,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,255
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3907,NA,NA,,,Eliza,864,Spectrogram 1,1,261,264,0,15000,Green Warbler,grnwar1,0.8679,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,261
20.614,9001000,20240204_093000,2024-02-04 09:30:00,TRUE,3908,TRUE,1,Green,,Eliza,865,Spectrogram 1,1,264,267,0,15000,Green Warbler,grnwar1,0.659,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,264
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3909,NA,NA,,,Eliza,866,Spectrogram 1,1,267,270,0,15000,Green Warbler,grnwar1,0.6846,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,267
20.614,9001000,20240204_093000,2024-02-04 09:30:00,TRUE,3910,TRUE,1,Green,,Eliza,867,Spectrogram 1,1,273,276,0,15000,Green Warbler,grnwar1,0.9678,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,273
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3911,NA,NA,,,Eliza,868,Spectrogram 1,1,276,279,0,15000,Green Warbler,grnwar1,0.9654,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,276
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3912,NA,NA,,,Eliza,869,Spectrogram 1,1,279,282,0,15000,Green Warbler,grnwar1,0.7199,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,279
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3913,NA,NA,,,Eliza,870,Spectrogram 1,1,288,291,0,15000,Green Warbler,grnwar1,0.8911,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,288
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3914,NA,NA,,,Eliza,871,Spectrogram 1,1,291,294,0,15000,Green Warbler,grnwar1,0.9073,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,291
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3915,NA,NA,,,Eliza,872,Spectrogram 1,1,294,297,0,15000,Green Warbler,grnwar1,0.9639,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,294
20.614,9001000,20240204_093000,2024-02-04 09:30:00,FALSE,3916,NA,NA,,,Eliza,873,Spectrogram 1,1,297,300,0,15000,Green Warbler,grnwar1,0.8538,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_093000.WAV,297
20.614,9001000,20240204_103000,2024-02-04 10:30:00,FALSE,3917,NA,NA,,,Eliza,874,Spectrogram 1,1,27,30,0,15000,Green Warbler,grnwar1,0.5555,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_103000.WAV,27
20.614,9001000,20240204_103000,2024-02-04 10:30:00,FALSE,3918,NA,NA,,,Eliza,875,Spectrogram 1,1,30,33,0,15000,Green Warbler,grnwar1,0.5416,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_103000.WAV,30
20.614,9001000,20240204_103000,2024-02-04 10:30:00,FALSE,3920,NA,NA,,,Eliza,877,Spectrogram 1,1,36,39,0,15000,Green Warbler,grnwar1,0.8024,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_103000.WAV,36
20.614,9001000,20240204_103000,2024-02-04 10:30:00,FALSE,3922,NA,NA,,,Eliza,879,Spectrogram 1,1,72,75,0,15000,Green Warbler,grnwar1,0.676,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_103000.WAV,72
20.614,9001000,20240204_103000,2024-02-04 10:30:00,FALSE,3925,NA,NA,,,Eliza,882,Spectrogram 1,1,111,114,0,15000,Green Warbler,grnwar1,0.5673,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_103000.WAV,111
20.614,9001000,20240204_103000,2024-02-04 10:30:00,FALSE,3926,NA,NA,,,Eliza,883,Spectrogram 1,1,198,201,0,15000,Green Warbler,grnwar1,0.8311,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_103000.WAV,198
20.614,9001000,20240204_103000,2024-02-04 10:30:00,FALSE,3927,NA,NA,,,Eliza,884,Spectrogram 1,1,222,225,0,15000,Green Warbler,grnwar1,0.6462,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_103000.WAV,222
20.614,9001000,20240204_103000,2024-02-04 10:30:00,FALSE,3928,NA,NA,,,Eliza,885,Spectrogram 1,1,234,237,0,15000,Green Warbler,grnwar1,0.7098,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_103000.WAV,234
20.614,9001000,20240204_103000,2024-02-04 10:30:00,FALSE,3929,NA,NA,,,Eliza,886,Spectrogram 1,1,264,267,0,15000,Green Warbler,grnwar1,0.5521,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_103000.WAV,264
20.614,9001000,20240204_113000,2024-02-04 11:30:00,FALSE,3930,NA,NA,,,Eliza,887,Spectrogram 1,1,129,132,0,15000,Green Warbler,grnwar1,0.6272,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_113000.WAV,129
20.614,9001000,20240204_113000,2024-02-04 11:30:00,FALSE,3931,NA,NA,,,Eliza,888,Spectrogram 1,1,141,144,0,15000,Green Warbler,grnwar1,0.7688,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_113000.WAV,141
20.614,9001000,20240204_113000,2024-02-04 11:30:00,FALSE,3932,NA,NA,,,Eliza,889,Spectrogram 1,1,159,162,0,15000,Green Warbler,grnwar1,0.5811,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_113000.WAV,159
20.614,9001000,20240204_143000,2024-02-04 14:30:00,FALSE,3933,NA,NA,,,Eliza,890,Spectrogram 1,1,273,276,0,15000,Green Warbler,grnwar1,0.7679,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_143000.WAV,273
20.614,9001000,20240204_163000,2024-02-04 16:30:00,FALSE,3934,NA,NA,,,Eliza,891,Spectrogram 1,1,60,63,0,15000,Green Warbler,grnwar1,0.5398,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_163000.WAV,60
20.614,9001000,20240204_163000,2024-02-04 16:30:00,FALSE,3935,NA,NA,,,Eliza,892,Spectrogram 1,1,261,264,0,15000,Green Warbler,grnwar1,0.5392,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_163000.WAV,261
20.614,9001000,20240204_163000,2024-02-04 16:30:00,FALSE,3936,NA,NA,,,Eliza,893,Spectrogram 1,1,288,291,0,15000,Green Warbler,grnwar1,0.5767,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240204_163000.WAV,288
20.614,9001000,20240205_073000,2024-02-05 07:30:00,FALSE,3937,NA,NA,,,Eliza,894,Spectrogram 1,1,33,36,0,15000,Green Warbler,grnwar1,0.7905,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_073000.WAV,33
20.614,9001000,20240205_083000,2024-02-05 08:30:00,FALSE,3938,NA,NA,,,Eliza,895,Spectrogram 1,1,282,285,0,15000,Green Warbler,grnwar1,0.6583,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_083000.WAV,282
20.614,9001000,20240205_093000,2024-02-05 09:30:00,TRUE,3939,TRUE,1,Green,,Eliza,896,Spectrogram 1,1,12,15,0,15000,Green Warbler,grnwar1,0.7129,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,12
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3940,NA,NA,,,Eliza,897,Spectrogram 1,1,15,18,0,15000,Green Warbler,grnwar1,0.5333,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,15
20.614,9001000,20240205_093000,2024-02-05 09:30:00,TRUE,3941,TRUE,1,Green,,Eliza,898,Spectrogram 1,1,18,21,0,15000,Green Warbler,grnwar1,0.5222,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,18
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3942,NA,NA,,,Eliza,899,Spectrogram 1,1,24,27,0,15000,Green Warbler,grnwar1,0.6987,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,24
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3943,NA,NA,,,Eliza,900,Spectrogram 1,1,27,30,0,15000,Green Warbler,grnwar1,0.7376,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,27
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3944,NA,NA,,,Eliza,901,Spectrogram 1,1,33,36,0,15000,Green Warbler,grnwar1,0.6546,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,33
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3945,NA,NA,,,Eliza,902,Spectrogram 1,1,36,39,0,15000,Green Warbler,grnwar1,0.5927,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,36
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3946,NA,NA,,,Eliza,903,Spectrogram 1,1,39,42,0,15000,Green Warbler,grnwar1,0.5342,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,39
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3947,NA,NA,,,Eliza,904,Spectrogram 1,1,51,54,0,15000,Green Warbler,grnwar1,0.7521,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,51
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3948,NA,NA,,,Eliza,905,Spectrogram 1,1,54,57,0,15000,Green Warbler,grnwar1,0.8492,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,54
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3949,NA,NA,,,Eliza,906,Spectrogram 1,1,57,60,0,15000,Green Warbler,grnwar1,0.808,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,57
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3951,NA,NA,,,Eliza,908,Spectrogram 1,1,63,66,0,15000,Green Warbler,grnwar1,0.6509,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,63
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3952,NA,NA,,,Eliza,909,Spectrogram 1,1,66,69,0,15000,Green Warbler,grnwar1,0.6329,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,66
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3953,NA,NA,,,Eliza,910,Spectrogram 1,1,69,72,0,15000,Green Warbler,grnwar1,0.6859,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,69
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3954,NA,NA,,,Eliza,911,Spectrogram 1,1,72,75,0,15000,Green Warbler,grnwar1,0.5435,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,72
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3955,NA,NA,,,Eliza,912,Spectrogram 1,1,75,78,0,15000,Green Warbler,grnwar1,0.6394,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,75
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3956,NA,NA,,,Eliza,913,Spectrogram 1,1,78,81,0,15000,Green Warbler,grnwar1,0.8065,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,78
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3957,NA,NA,,,Eliza,914,Spectrogram 1,1,81,84,0,15000,Green Warbler,grnwar1,0.7546,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,81
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3958,NA,NA,,,Eliza,915,Spectrogram 1,1,84,87,0,15000,Green Warbler,grnwar1,0.7668,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,84
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3959,NA,NA,,,Eliza,916,Spectrogram 1,1,87,90,0,15000,Green Warbler,grnwar1,0.579,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,87
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3960,NA,NA,,,Eliza,917,Spectrogram 1,1,93,96,0,15000,Green Warbler,grnwar1,0.8478,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,93
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3961,NA,NA,,,Eliza,918,Spectrogram 1,1,96,99,0,15000,Green Warbler,grnwar1,0.8318,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,96
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3962,NA,NA,,,Eliza,919,Spectrogram 1,1,99,102,0,15000,Green Warbler,grnwar1,0.9966,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,99
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3963,NA,NA,,,Eliza,920,Spectrogram 1,1,102,105,0,15000,Green Warbler,grnwar1,0.9786,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,102
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3964,NA,NA,,,Eliza,921,Spectrogram 1,1,105,108,0,15000,Green Warbler,grnwar1,0.9597,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,105
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3965,NA,NA,,,Eliza,922,Spectrogram 1,1,111,114,0,15000,Green Warbler,grnwar1,0.8037,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,111
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3966,NA,NA,,,Eliza,923,Spectrogram 1,1,114,117,0,15000,Green Warbler,grnwar1,0.7125,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,114
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3967,NA,NA,,,Eliza,924,Spectrogram 1,1,117,120,0,15000,Green Warbler,grnwar1,0.6049,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,117
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3968,NA,NA,,,Eliza,925,Spectrogram 1,1,120,123,0,15000,Green Warbler,grnwar1,0.8604,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,120
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3969,NA,NA,,,Eliza,926,Spectrogram 1,1,123,126,0,15000,Green Warbler,grnwar1,0.9637,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,123
20.614,9001000,20240205_093000,2024-02-05 09:30:00,TRUE,3970,TRUE,1,Green,,Eliza,927,Spectrogram 1,1,126,129,0,15000,Green Warbler,grnwar1,0.9416,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,126
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3971,NA,NA,,,Eliza,928,Spectrogram 1,1,132,135,0,15000,Green Warbler,grnwar1,0.971,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,132
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3972,NA,NA,,,Eliza,929,Spectrogram 1,1,135,138,0,15000,Green Warbler,grnwar1,0.8012,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,135
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3974,NA,NA,,,Eliza,931,Spectrogram 1,1,141,144,0,15000,Green Warbler,grnwar1,0.9314,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,141
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3975,NA,NA,,,Eliza,932,Spectrogram 1,1,144,147,0,15000,Green Warbler,grnwar1,0.879,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,144
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3977,NA,NA,,,Eliza,934,Spectrogram 1,1,147,150,0,15000,Green Warbler,grnwar1,0.52,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,147
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3978,NA,NA,,,Eliza,935,Spectrogram 1,1,150,153,0,15000,Green Warbler,grnwar1,0.8561,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,150
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3979,NA,NA,,,Eliza,936,Spectrogram 1,1,153,156,0,15000,Green Warbler,grnwar1,0.7382,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,153
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3980,NA,NA,,,Eliza,937,Spectrogram 1,1,159,162,0,15000,Green Warbler,grnwar1,0.7956,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,159
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3981,NA,NA,,,Eliza,938,Spectrogram 1,1,162,165,0,15000,Green Warbler,grnwar1,0.6719,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,162
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3982,NA,NA,,,Eliza,939,Spectrogram 1,1,183,186,0,15000,Green Warbler,grnwar1,0.5885,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,183
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3983,NA,NA,,,Eliza,940,Spectrogram 1,1,219,222,0,15000,Green Warbler,grnwar1,0.61,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,219
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3984,NA,NA,,,Eliza,941,Spectrogram 1,1,222,225,0,15000,Green Warbler,grnwar1,0.7074,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,222
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3985,NA,NA,,,Eliza,942,Spectrogram 1,1,255,258,0,15000,Green Warbler,grnwar1,0.7027,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,255
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3987,NA,NA,,,Eliza,944,Spectrogram 1,1,279,282,0,15000,Green Warbler,grnwar1,0.9321,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,279
20.614,9001000,20240205_093000,2024-02-05 09:30:00,TRUE,3988,TRUE,1,Green,only song,Eliza,945,Spectrogram 1,1,282,285,0,15000,Green Warbler,grnwar1,0.9465,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,282
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3989,NA,NA,,,Eliza,946,Spectrogram 1,1,285,288,0,15000,Green Warbler,grnwar1,0.7297,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,285
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3990,NA,NA,,,Eliza,947,Spectrogram 1,1,288,291,0,15000,Green Warbler,grnwar1,0.8945,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,288
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3991,NA,NA,,,Eliza,948,Spectrogram 1,1,291,294,0,15000,Green Warbler,grnwar1,0.7685,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,291
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3993,NA,NA,,,Eliza,950,Spectrogram 1,1,294,297,0,15000,Green Warbler,grnwar1,0.6686,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,294
20.614,9001000,20240205_093000,2024-02-05 09:30:00,FALSE,3994,NA,NA,,,Eliza,951,Spectrogram 1,1,297,300,0,15000,Green Warbler,grnwar1,0.6816,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_093000.WAV,297
20.614,9001000,20240205_103000,2024-02-05 10:30:00,FALSE,3995,NA,NA,,,Eliza,952,Spectrogram 1,1,12,15,0,15000,Green Warbler,grnwar1,0.7757,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_103000.WAV,12
20.614,9001000,20240205_103000,2024-02-05 10:30:00,FALSE,3996,NA,NA,,,Eliza,953,Spectrogram 1,1,15,18,0,15000,Green Warbler,grnwar1,0.6498,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_103000.WAV,15
20.614,9001000,20240205_103000,2024-02-05 10:30:00,FALSE,3997,NA,NA,,,Eliza,954,Spectrogram 1,1,18,21,0,15000,Green Warbler,grnwar1,0.7365,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_103000.WAV,18
20.614,9001000,20240205_103000,2024-02-05 10:30:00,FALSE,3998,NA,NA,,,Eliza,955,Spectrogram 1,1,24,27,0,15000,Green Warbler,grnwar1,0.8948,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_103000.WAV,24
20.614,9001000,20240205_113000,2024-02-05 11:30:00,FALSE,3999,NA,NA,,,Eliza,956,Spectrogram 1,1,117,120,0,15000,Green Warbler,grnwar1,0.6713,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240205_113000.WAV,117
